LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track_13,13,13,721,0,0,0,0,0,86400.0,0.0,86400.0,4.18151649241194,618.3665613463734,226.799853237653,0.0,0.005091090728960258,0.026481995437044277,3.985556064219528E-5,0.0046507421572847644,0.00316750584787344,0.9189610102636309,439.8702389821666,30.306774498812587,0.009506250075221545,4.839718162513819E-5,0.00950625007522155,0.01571168987003143
Track_14,14,14,721,0,0,0,0,0,86400.0,0.0,86400.0,28.583975673314974,590.4220507453037,307.82573760440584,0.0,0.004358580701036317,0.014547730145132063,1.36563121047453E-4,0.003811180611935752,0.0026655035863429417,0.908425985526774,376.5813725695376,29.799811384390786,0.07590384908918138,3.3083305177447885E-4,0.07590384908918135,0.016931803680833343
Track_16,16,16,721,0,0,0,0,0,86400.0,0.0,86400.0,23.211668671249218,328.12128353664446,62.27783838455203,0.0,0.004957207086344296,0.03765011595064585,4.597140608537869E-5,0.004354940979734157,0.0035233795254067564,0.9143451945791629,428.30269226014764,31.903392489152854,0.05419454299659325,2.6865357258390297E-4,0.0541945429965933,0.015475218881693774
Track_17,17,17,721,0,0,0,0,0,86400.0,0.0,86400.0,34.60238200390282,468.3041186765556,589.7325373441407,0.0,0.004943508198719256,0.04927580027212852,9.009669215189744E-5,0.0038931339457870043,0.004197034598136106,0.9089873890274937,427.1191083693445,36.02103058673149,0.08101342535576975,4.004905324525789E-4,0.08101342535576989,0.016185541241195166
Track_18,18,18,721,0,0,0,0,0,86400.0,0.0,86400.0,2.8923849730354965,460.22456111220674,48.39943527253199,0.0,0.004512631352428344,0.015477181117259108,1.20283906818551E-4,0.0040276467833827954,0.002681902558463301,0.9134392363023163,389.89134884980865,16.65245921165379,0.007418438448475762,3.347667792865158E-5,0.007418438448475757,0.016538969230333853
Track_22,22,22,721,0,0,0,0,0,86400.0,0.0,86400.0,71.17013789285032,58.258065786562305,608.3435548248348,0.0,0.005339911678622626,0.05890749567321931,6.398982165379421E-5,0.004443664204870325,0.00437954138981233,0.8753687206154558,461.36836903299485,82.06980290463956,0.15425881501590452,8.237284478339157E-4,0.1542588150159045,0.015421377538171141
Track_23,23,23,721,0,0,0,0,0,86400.0,0.0,86400.0,19.05839512441864,520.9873836879838,327.07993009341754,0.0,0.004387920316287209,0.015718269279526367,1.5289848987613933E-4,0.0039213847041770404,0.0026485199805720556,0.9267209383882531,379.11631532721503,20.381076715770238,0.05027057489723003,2.2058327690299353E-4,0.05027057489723005,0.016355388074370557
Track_24,24,24,721,0,0,0,0,0,86400.0,0.0,86400.0,19.927144946699848,378.05504102321004,163.73033572020472,0.0,0.004821735398289687,0.04291864795401376,9.277687785169256E-5,0.004314974110411165,0.003375488394557627,0.9121988473586666,416.5979384122285,19.927144946699848,0.04783303782694601,2.306382516979149E-4,0.047833037826945944,0.01611180779481964
Track_27,27,27,721,0,0,0,0,0,86400.0,0.0,86400.0,16.74834447869822,11.707128156119591,626.3643343396536,0.0,0.004838368044560054,0.04916032465013129,1.884948194381539E-4,0.004248690989673334,0.003659765098644899,0.8908569521778334,418.0349990499887,19.4645752848513,0.0400644551694473,1.938465796145627E-4,0.04006445516944731,0.016044659001375465
Track_28,28,28,721,0,0,0,0,0,86400.0,0.0,86400.0,47.13491970788043,269.5227459701464,327.0936026361694,0.0,0.004870807125995361,0.015006528630180798,1.994058708323381E-4,0.004291529972589064,0.0028654509186549684,0.9190574630619583,420.8377356859992,53.50056000515882,0.11200259793967082,5.45543052174542E-4,0.11200259793967082,0.01586987819629751
Track_33,33,33,721,0,0,0,0,0,86400.0,0.0,86400.0,22.61302912309266,521.2010260807446,538.1072685665553,0.0,0.0048599807304928735,0.04589072797542567,1.2932432825639347E-4,0.004178185224739684,0.0033464870243861628,0.9070802168112027,419.90233511458473,31.338429309782246,0.0538530682781793,2.6172487410986876E-4,0.053853068278179365,0.015550384855309586
Track_34,34,34,721,0,0,0,0,0,86400.0,0.0,86400.0,28.99718444410059,350.7309584547858,248.8987228442818,0.0,0.005110584853708558,0.0344454585794265,1.1081357106848364E-4,0.004501863600956161,0.003428578787052367,0.9065528724461422,441.55453136041945,33.234244162026364,0.06567067572551215,3.356155606956087E-4,0.06567067572551215,0.015396646151937038
Track_36,36,36,721,0,0,0,0,0,86400.0,0.0,86400.0,21.6531262044674,411.43669106778486,547.4775506726179,0.0,0.0043414017550809135,0.015016423945800696,1.179451318263153E-4,0.0036968788122383753,0.002716665909719609,0.9195541865121309,375.09711163899055,24.989642169832358,0.057726720714680664,2.506148866257801E-4,0.0577267207146806,0.01687841598011757
Track_39,39,39,721,0,0,0,0,0,86400.0,0.0,86400.0,137.3903018481997,514.4615161333658,459.10499201830504,0.0,0.0057072719764669,0.04430589737225017,8.629236691713159E-5,0.004924436419850835,0.004271832978279541,0.9127710331825543,493.1082987667403,137.3903018481997,0.278620948363294,0.0015901655306504595,0.27862094836329404,0.01425886750948048
Track_40,40,40,721,0,0,0,0,0,86400.0,0.0,86400.0,8.197871728028337,332.1943794674419,390.09569773337415,0.0,0.004789118702998217,0.03283077214885394,1.8014981554317783E-4,0.0042952526523705615,0.002968795728265972,0.9172427144196096,413.7798559390456,25.069317348709717,0.01981215762527593,9.488277462995761E-5,0.01981215762527591,0.015725147345236053
Track_41,41,41,721,0,0,0,0,0,86400.0,0.0,86400.0,10.172638791277752,312.3469100296956,206.19562627335324,0.0,0.004941350209365402,0.04518010442950331,1.3178236217976658E-4,0.004383227777630678,0.0033418686553230857,0.9076278347744194,426.93265808917005,23.660412141909664,0.02382726783377877,1.1773887489904806E-4,0.023827267833778733,0.015680070658153206
Track_47,47,47,721,0,0,0,0,0,86400.0,0.0,86400.0,15.952979959587019,231.42989609885223,99.14913430896412,0.0,0.004536347440189562,0.015878872006230012,1.284679463251033E-4,0.003946018622767762,0.002743297110235786,0.8852954715200998,391.9404188323783,31.25716972195238,0.04070256394355095,1.846409717544794E-4,0.040702563943550964,0.015552102086868688
Track_48,48,48,721,0,0,0,0,0,86400.0,0.0,86400.0,8.93815810651611,595.9855456455333,653.5862612859513,0.0,0.00601088355177408,0.05247059285472217,6.0306691255891674E-5,0.005195388058642485,0.004154352077460883,0.9156437494718417,519.3403388732806,15.765099516725009,0.017210598594955332,1.0345090401060312E-4,0.017210598594955336,0.014151213716059263
Track_49,49,49,721,0,0,0,0,0,86400.0,0.0,86400.0,27.15291750765447,187.1203360126344,579.6577758293207,0.0,0.005053539328567986,0.05224063941285261,1.9844577238713155E-4,0.004182757833765863,0.004151605567982717,0.8722907586666483,436.6257979882739,34.9584829500148,0.06218807416501691,3.142698785608156E-4,0.0621880741650169,0.015559070452239252
Track_51,51,51,721,0,0,0,0,0,86400.0,0.0,86400.0,46.26912174540979,456.46286991576216,22.43699403013327,0.0,0.004494853498187444,0.02555722250121135,1.1242286241522306E-4,0.004087349913298755,0.0029058047408409993,0.9238041990672996,388.3553422433943,46.26912174540979,0.1191412006286024,5.355222424237244E-4,0.11914120062860215,0.016401176933622218
Track_52,52,52,721,0,0,0,0,0,86400.0,0.0,86400.0,56.71501542860104,80.00212871986683,86.21082544500405,0.0,0.005337004451251183,0.06907984409796734,8.12769275922781E-5,0.004467237961666149,0.00434929841480161,0.8974724792243703,461.1171845881025,57.51150318878298,0.12299479898859614,6.564237896828824E-4,0.1229947989885962,0.014945067269298807
Track_54,54,54,721,0,0,0,0,0,86400.0,0.0,86400.0,54.214801322408526,629.9452832496721,115.81693671903638,0.0,0.005043662061516013,0.04488671758624372,1.9598695499226026E-4,0.00441361393954638,0.003746800317780336,0.9079600130304715,435.77240211498264,54.214801322408526,0.12441081871931725,6.274861264167653E-4,0.124410818719317,0.015461218961101909
Track_55,55,55,721,0,0,0,0,0,86400.0,0.0,86400.0,9.519535112969812,639.4213671265109,314.90113522523126,0.0,0.004849913518563736,0.04368659243529684,1.4482093225079404E-4,0.004220840429086809,0.0035441515785708247,0.9211824455307526,419.0325280039071,28.859661948676298,0.022717890561663154,1.1017980454826172E-4,0.02271789056166317,0.015789196634771227
Track_57,57,57,721,0,0,0,0,0,86400.0,0.0,86400.0,47.33609264530621,553.4741390647672,409.5228869569902,0.0,0.004760468305403312,0.029089926256485644,5.776391393642182E-5,0.004178510346478529,0.0029559677530806043,0.9244157130443769,411.30446158684583,48.26556361500646,0.11508771984305675,5.478714426540071E-4,0.11508771984305666,0.016108809283045446
Track_59,59,59,721,0,0,0,0,0,86400.0,0.0,86400.0,42.40553240409411,442.20573140492684,473.72394419503615,0.0,0.005182365721088319,0.03645888110965541,8.961569302616287E-5,0.0044518056849415085,0.0036882423216142487,0.9029354481194453,447.75639830203085,45.42179106529592,0.09470670338805469,4.908047731955337E-4,0.09470670338805472,0.014452678285245858
Track_60,60,60,721,0,0,0,0,0,86400.0,0.0,86400.0,11.242816155136934,348.2456508134012,124.47971766057732,0.0,0.004305465263160361,0.013685616404053727,9.223762498511452E-5,0.003841985972601367,0.002593242505538934,0.9014642754474064,371.99219873705533,20.440574651243566,0.030223257889028955,1.3012518698075155E-4,0.030223257889028965,0.01688894348851263
Track_63,63,63,721,0,0,0,0,0,86400.0,0.0,86400.0,17.48169816413517,216.5919639230478,311.6521444620955,0.0,0.004497188507633866,0.01446591689437987,5.8181740758572873E-5,0.00405870237168316,0.0025941109489091715,0.897190231721378,388.55708705956687,17.95522964769758,0.04499132494642976,2.0233446949230523E-4,0.04499132494642986,0.01689957747294324
Track_65,65,65,721,0,0,0,0,0,86400.0,0.0,86400.0,25.829398382333505,322.1648608214032,529.272230731873,0.0,0.005377714768761217,0.03611857398685601,1.1648874104236847E-4,0.004407182358875296,0.00388650250811426,0.9069227649831574,464.6345560209688,64.19281241333397,0.055590782148299434,2.9895137016589706E-4,0.0555907821482994,0.014914881269679062
Track_68,68,68,721,0,0,0,0,0,86400.0,0.0,86400.0,21.860268925200717,439.58181916068827,605.3013331352525,0.0,0.004403316917731102,0.015130264748894054,1.5653274920738325E-4,0.0038026585051188664,0.002631456788894657,0.9118426100721637,380.44658169196725,21.888966910491142,0.057459496226726844,2.5301237181945277E-4,0.05745949622672685,0.0170899519649758
Track_70,70,70,721,0,0,0,0,0,86400.0,0.0,86400.0,14.235118196598375,99.90946060161477,510.6899637256235,0.0,0.005218616599901293,0.05204422279451299,1.1162289961019697E-4,0.004329799978340438,0.00428549699113562,0.8736357130885289,450.8884742314724,17.812233465822278,0.03157126209726643,1.6475831246062935E-4,0.031571262097266475,0.015775578836371828
Track_71,71,71,721,0,0,0,0,0,86400.0,0.0,86400.0,31.88914836854476,419.0993565780389,255.90684565622232,0.0,0.004971352389685483,0.03756405657320228,1.106925372850519E-4,0.004522390273696864,0.003059515428124408,0.9161170378802719,429.52484646882533,43.2865716905863,0.07424284911736592,3.6908736537667546E-4,0.07424284911736585,0.015337039115039664
Track_74,74,74,721,0,0,0,0,0,86400.0,0.0,86400.0,93.3437056117037,392.70042451775265,304.75335007036614,0.0,0.005019808498842801,0.01882361351075388,1.3152073709324136E-4,0.004597489228677683,0.0029252493998680015,0.911527351102948,433.7114543000181,108.91935754783262,0.21522075261386475,0.0010803669630984223,0.21522075261386478,0.014918704945185728
Track_75,75,75,721,0,0,0,0,0,86400.0,0.0,86400.0,49.122141449450154,364.53329557927157,604.4901101573516,0.0,0.004900915552713093,0.04913113658291089,6.288273967967316E-5,0.004025381102788844,0.003586392729376107,0.8788371946709166,423.43910375441135,49.122141449450154,0.1160075699525859,5.685433038130805E-4,0.11600756995258595,0.0161156230153177
Track_78,78,78,721,0,0,0,0,0,86400.0,0.0,86400.0,34.143021986971284,481.2471396226588,280.9446027608635,0.0,0.0042189450218068055,0.014024264992518737,1.0225688288769877E-4,0.0036439842414888166,0.0026503520976466533,0.9142736179984062,364.5168498841082,34.143021986971284,0.09366651225540457,3.9517386558994544E-4,0.09366651225540462,0.015738358884362227
Track_80,80,80,721,0,0,0,0,0,86400.0,0.0,86400.0,35.562198435397114,489.0310776438807,347.0231288863099,0.0,0.005856277749601768,0.21667971544275952,1.4094880564732422E-4,0.004160076059745047,0.011664718878773702,0.9049642396039341,505.9823975655924,63.10943752266015,0.07028346955644253,4.1159951892820733E-4,0.07028346955644248,0.015677092714629585
Track_82,82,82,721,0,0,0,0,0,86400.0,0.0,86400.0,6.9222908570567,324.1059255024497,229.73292801506855,0.0,0.0050051108167569565,0.04178949584320002,1.9711623970491277E-4,0.004070200146838236,0.0038722011413583703,0.8887014511388813,432.4415745678009,17.22862895590534,0.01600745919023884,8.011910714185996E-5,0.016007459190238837,0.015868097678890285
Track_84,84,84,721,0,0,0,0,0,86400.0,0.0,86400.0,17.382919318652316,392.3914006205541,502.49663008328974,0.0,0.004736731452087736,0.016284857155405445,1.1361964517706123E-4,0.004147810364094902,0.0026917216817341897,0.8905497078426007,409.2535974603803,18.63880857339744,0.042474689108469355,2.0119119581773513E-4,0.04247468910846934,0.0156561340424887
Track_85,85,85,721,0,0,0,0,0,86400.0,0.0,86400.0,22.983230579491096,413.14538729292025,102.56704450401602,0.0,0.005055236928423164,0.07803931994408991,1.1681765357209016E-4,0.004024443054767177,0.0048221657922570965,0.913837783875644,436.7724706157611,32.62692234701548,0.0526206025464228,2.6600961318855434E-4,0.052620602546422764,0.015638041999102122
Track_87,87,87,721,0,0,0,0,0,86400.0,0.0,86400.0,59.99103308249725,492.758303673947,569.0881663519657,0.0,0.004673573756738168,0.01447083510986476,5.3563758421039474E-5,0.0041385234893862085,0.002766040252742061,0.9020433210962854,403.79677258217816,60.93825149013222,0.14856739121234125,6.943406606770516E-4,0.14856739121234142,0.015521172282891972
Track_89,89,89,721,0,0,0,0,0,86400.0,0.0,86400.0,10.258090680852849,258.9862227980588,493.925446500726,0.0,0.004901777036384115,0.047530736326709906,1.3237834244482445E-4,0.004115331217120642,0.0037448461525957833,0.9012967014114338,423.5135359435877,18.036034095636264,0.024221399814288894,1.1872790139875982E-4,0.024221399814288905,0.01595257316822005
Track_91,91,91,721,0,0,0,0,0,86400.0,0.0,86400.0,10.907698383057545,180.34202493459424,245.33533680208942,0.0,0.004876396876901107,0.04566962884060346,9.537028042246925E-5,0.004104585878194327,0.003926490210853848,0.8822890040613246,421.3206901642549,17.28561617077792,0.025889301517105886,1.2624650906316602E-4,0.02588930151710584,0.01617189951967399
Track_97,97,97,721,0,0,0,0,0,86400.0,0.0,86400.0,25.922342378988418,637.0087358129806,555.0045456239405,0.0,0.004719136469455843,0.022832404985328496,7.192903149551923E-5,0.00411873408615689,0.002919758243205485,0.9048461910755724,407.7333909609852,26.61940418043665,0.06357669730676742,3.000271108679215E-4,0.06357669730676749,0.015789437379016523
Track_98,98,98,721,0,0,0,0,0,86400.0,0.0,86400.0,12.125018382962896,244.0156922825183,217.96488239176622,0.0,0.005063707998919652,0.04509070363467238,9.016144825012488E-5,0.004411820703104344,0.0035765690551131536,0.8953249919100377,437.50437110665797,18.91882436407511,0.02771405083860744,1.403358609139224E-4,0.027714050838607444,0.015656439826936368
Track_99,99,99,721,0,0,0,0,0,86400.0,0.0,86400.0,35.68397120761928,544.3563595266689,485.25325927231177,0.0,0.004699626392089118,0.025587737828825785,1.3396183577301822E-4,0.003961083761152755,0.003150810142182832,0.9011941406664008,406.04772027649966,40.08636028976054,0.0878812253478979,4.1300892601411204E-4,0.08788122534789787,0.01503388079515464
Track_102,102,102,721,0,0,0,0,0,86400.0,0.0,86400.0,44.56804440828672,391.52230873089024,334.5298819183511,0.0,0.005188054525332278,0.054464079388775725,1.8294285039098084E-4,0.004425764896768281,0.0037771180900478675,0.9146662113901316,448.2479109887088,52.1409536365638,0.09942722166843376,5.158338473181333E-4,0.09942722166843378,0.015504639628410108
Track_103,103,103,721,0,0,0,0,0,86400.0,0.0,86400.0,94.39986705818814,345.611904365853,188.87614374340922,0.0,0.005064167301191372,0.04320051995055089,3.477843932143393E-5,0.00441152783623325,0.003659965611428648,0.9038658425645921,437.54405482293424,101.75855148687567,0.21574939944365137,0.0010925910539142146,0.21574939944365126,0.014762637279538785
Track_104,104,104,721,0,0,0,0,0,86400.0,0.0,86400.0,20.22428115232257,310.8234923882953,31.787450257841986,0.0,0.004612246894230224,0.01553809258363407,1.7519696704145534E-4,0.00399553109546849,0.0027819763270469674,0.9161991133107887,398.4981316614913,20.278711501809624,0.05075125714642575,2.3407732815188158E-4,0.05075125714642574,0.016111762928759037
Track_105,105,105,721,0,0,0,0,0,86400.0,0.0,86400.0,14.322226656233118,445.30387436812117,84.69365259600538,0.0,0.004401374759008256,0.02557779713449338,9.007827411966772E-5,0.0037670279979989205,0.0027980094278378803,0.9240141429120724,380.27877917831285,20.689696249904237,0.037662439874188776,1.6576651222492036E-4,0.03766243987418873,0.016276308354658434
Track_106,106,106,721,0,0,0,0,0,86400.0,0.0,86400.0,34.628259624907614,527.8214280860802,570.0041923526989,0.0,0.004336391962990333,0.01355731149030507,5.042345090471296E-5,0.003759699112815808,0.0026787790443819712,0.9131745606784847,374.6642656023646,36.993979092133195,0.09242477280088135,4.007900419549492E-4,0.09242477280088131,0.016472208347421618
Track_109,109,109,721,0,0,0,0,0,86400.0,0.0,86400.0,45.279485650660014,547.2314870918593,535.8178839249618,0.0,0.004873623761424104,0.04012607691960247,2.370413668557481E-4,0.004116364269334215,0.0034290350863138627,0.9145654132395942,421.0810929870419,46.92392069078639,0.10753150973713611,5.240681209567131E-4,0.10753150973713593,0.01600417676671155
Track_110,110,110,721,0,0,0,0,0,86400.0,0.0,86400.0,20.26628017459598,413.9712841370531,52.00077334766051,0.0,0.0050227033376554694,0.06917343226163597,2.2496253838909217E-4,0.004267016329253654,0.0043469664422956114,0.9043767995378016,433.9615683734326,34.867498431214834,0.046700633538950716,2.3456342794671273E-4,0.046700633538950716,0.015596795341935771
Track_114,114,114,721,0,0,0,0,0,86400.0,0.0,86400.0,56.83467656874696,273.11148763567826,518.4299905323554,0.0,0.004579688899530903,0.019041124376608154,5.4619036700802404E-5,0.004063039873669255,0.0028020842089557544,0.9088047613879348,395.6851209194704,56.83467656874696,0.14363612267420567,6.578087565827194E-4,0.1436361226742058,0.01621535356775811
Track_116,116,116,721,0,0,0,0,0,86400.0,0.0,86400.0,65.443802160732,55.01236069897448,193.68385302243493,0.0,0.005039808548945623,0.0202283412661591,2.498498139848027E-4,0.004449532527400927,0.003210871516324442,0.8699679010122725,435.43945862890115,66.50924710692298,0.1502936880520647,7.574514138973612E-4,0.15029368805206447,0.0159121793526918
Track_122,122,122,721,0,0,0,0,0,86400.0,0.0,86400.0,30.143781641698347,166.22801149574963,562.9781891310402,0.0,0.004478707711175607,0.014845188252121139,1.134801802415502E-4,0.003963003339908589,0.0026422626796053926,0.9031826071699516,386.96034624557245,34.33101718049601,0.07789889050432192,3.488863615937309E-4,0.07789889050432193,0.016134320210054672
Track_123,123,123,721,0,0,0,0,0,86400.0,0.0,86400.0,10.493676415839733,181.15138598497697,304.946764127385,0.0,0.004390967407039283,0.018801029197461547,7.559564704676279E-5,0.003815069142119411,0.00274619943876355,0.8995949090271155,379.3795839681943,18.66122262485058,0.02766009785260211,1.214545881462932E-4,0.027660097852602126,0.01636642957958514
Track_125,125,125,721,0,0,0,0,0,86400.0,0.0,86400.0,19.973276354917854,591.0783133578424,239.40864554633916,0.0,0.005044854428817154,0.05898294362227414,1.4079349230464158E-4,0.004233235694331438,0.003966279215016916,0.9027386344917604,435.8754226498027,38.966783655440146,0.0458233598799744,2.3117218003377145E-4,0.04582335987997446,0.01578777011349291
Track_128,128,128,721,0,0,0,0,0,86400.0,0.0,86400.0,19.138904516960178,19.60240345736135,71.87444822734611,0.0,0.005043072305791027,0.03761888489499667,1.0019131650480213E-4,0.004301351217569592,0.0036043468113075012,0.8847088500464674,435.72144722034494,22.748312950279367,0.04392463267313442,2.2151509857592797E-4,0.043924632673134435,0.015939354965983962
Track_129,129,129,721,0,0,0,0,0,86400.0,0.0,86400.0,34.947350478393275,634.2177954896329,405.7741444154491,0.0,0.00577281294416515,0.07650566983598739,2.8791341649095793E-5,0.004667263925370622,0.005821683701909839,0.9104348953487804,498.7710383758695,42.93433466494643,0.0700669200685571,4.044832231295518E-4,0.07006692006855718,0.015905071842798695
Track_130,130,130,721,0,0,0,0,0,86400.0,0.0,86400.0,21.988366888483593,448.3946466087168,236.61946520812424,0.0,0.004896024443473429,0.039384159888645874,4.2425538067717126E-5,0.004163340367815979,0.0035107443862247927,0.9155455693788568,423.01651191610404,28.27012289615382,0.05197992576905485,2.5449498713522677E-4,0.05197992576905482,0.015980314915705566
Track_132,132,132,721,0,0,0,0,0,86400.0,0.0,86400.0,47.5712035997175,351.59223220776073,282.00544853066725,0.0,0.005237484381915436,0.041818196691947813,2.3614718075874798E-4,0.004551438043072817,0.003878692570006872,0.9062714859450575,452.5186505974938,47.871084370454035,0.10512539878059331,5.505926342559896E-4,0.10512539878059333,0.01541026368663762
Track_133,133,133,721,0,0,0,0,0,86400.0,0.0,86400.0,59.75346000095371,263.54098345742506,224.020960791209,0.0,0.004980114739353368,0.04290956143755739,4.980804182025846E-5,0.004291323074625481,0.003489748405850491,0.8765145487329005,430.2819134801309,59.75346000095371,0.1388704896231083,6.915909722332605E-4,0.13887048962310827,0.01515545734847058
Track_134,134,134,721,0,0,0,0,0,86400.0,0.0,86400.0,20.27577512853468,248.48081080478917,47.53561186570996,0.0,0.004519406468000488,0.01474801643397042,7.482621473588479E-5,0.003941740753839397,0.0027698294637743927,0.9110764737102757,390.4767188352427,30.820824322475705,0.05192569531165779,2.3467332324692916E-4,0.05192569531165786,0.016085220797210625
Track_137,137,137,721,0,0,0,0,0,86400.0,0.0,86400.0,16.463881995627116,628.4274064209895,86.10038064229275,0.0,0.004695529457090477,0.03577402568078685,1.0622204127659441E-4,0.004093628464598282,0.003447249992857416,0.8979415759630243,405.6937450926165,21.175992402849975,0.04058204543397274,1.9055418976420273E-4,0.04058204543397266,0.016289323926375783
Track_140,140,140,721,0,0,0,0,0,86400.0,0.0,86400.0,10.152875250042165,627.3615300619128,268.9942719678737,0.0,0.004994561865272324,0.043250489551957136,8.857625536616334E-5,0.0042761464829488855,0.0038579753310665865,0.9089895117299401,431.5301451595282,22.580342719648282,0.023527615310139798,1.1751013020882135E-4,0.023527615310139763,0.015504496227101337
Track_143,143,143,721,0,0,0,0,0,86400.0,0.0,86400.0,35.921381562543324,301.05728161206576,418.69169630129375,0.0,0.004413894220241652,0.037337592136561466,5.431248632306392E-5,0.0038733086643711967,0.0028543565229665374,0.8992414328989142,381.36046062887897,35.921381562543324,0.09419272649111946,4.157567310479551E-4,0.09419272649111951,0.015840317343713262
Track_144,144,144,721,0,0,0,0,0,86400.0,0.0,86400.0,6.634004086407803,212.84537269246312,106.52091603428856,0.0,0.004859689090658593,0.024904959730946603,6.333203013622077E-5,0.004438217312737707,0.0029134677254243208,0.9067161398191889,419.87713743290254,15.749882929591305,0.01579986975944346,7.678245470379401E-5,0.015799869759443464,0.015676647817951413
