LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_152,152,152,721,0,0,0,0,0,86400.0,0.0,86400.0,72.99778591934185,84.8012359781985,422.92663311022403,0.0,0.004540795651502465,0.04049961359334957,1.3870202196813894E-4,0.004032972349157992,0.0030637735119259154,0.8977465168282328,392.3247442898122,80.6994542133248,0.18606470017965024,8.44881781473864E-4,0.18606470017964988,0.013705963468364939
Track_155,155,155,721,0,0,0,0,0,86400.0,0.0,86400.0,89.02338371674746,88.0591614014292,80.30317646788544,0.0,0.004799929933819574,0.04907284615954906,1.675565240927601E-4,0.0039845579954721185,0.0038969558764418944,0.8944933688094976,414.71394628201153,90.39690748997369,0.21466214125389035,0.001030363237462355,0.21466214125389055,0.013312601457851183
Track_157,157,157,721,0,0,0,0,0,86400.0,0.0,86400.0,104.43419719434995,134.5054112832176,304.55376232630175,0.0,0.005368758918888954,0.03836092370172187,1.1419620710163817E-4,0.004608687325945798,0.0039095604285437294,0.901107318441018,463.86077059200494,105.91888933883412,0.2251412574964363,0.0012087291341938652,0.22514125749643596,0.012769495485514351
Track_158,158,158,721,0,0,0,0,0,86400.0,0.0,86400.0,20.15303793553894,440.5717598052709,379.09300606120576,0.0,0.004714904123621445,0.045916644799791406,9.088307059469172E-5,0.003815057481161481,0.003923297491456966,0.9098922416836478,407.3677162808929,26.150978636434598,0.04947136734233201,2.3325275388355254E-4,0.04947136734233202,0.013386924142385664
Track_161,161,161,721,0,0,0,0,0,86400.0,0.0,86400.0,63.421142713954815,294.4125583435176,342.5926416551115,0.0,0.004984714815003392,0.06453380814020834,2.3348100780106263E-5,0.0038797186320164464,0.004989553365915848,0.9016207247435137,430.6793600162929,63.421142713954815,0.14725837502766687,7.340410036337363E-4,0.1472583750276668,0.013343131133315693
Track_165,165,165,721,0,0,0,0,0,86400.0,0.0,86400.0,70.22049530428463,577.8706182958191,175.29529041485173,0.0,0.005247289956356254,0.05096795233060155,6.621056680094233E-5,0.004521495534963849,0.004165895346947466,0.9045214821660733,453.3658522291799,70.90035297313487,0.154887040916323,8.12737214169961E-4,0.15488704091632283,0.011836426192641346
Track_166,166,166,721,0,0,0,0,0,86400.0,0.0,86400.0,226.5934496625804,554.2983676894646,459.77206132083506,0.0,0.005389952895126927,0.04796381126417067,3.1815709056978194E-4,0.004628113822562492,0.0038395517470721416,0.913639243779996,465.69193013896705,227.26255111890063,0.48657370892160984,0.0026226093710946807,0.4865737089216104,0.011448336393905356
Track_167,167,167,721,0,0,0,0,0,86400.0,0.0,86400.0,97.2990709492251,267.495970400175,507.7010311989529,0.0,0.005153896158731696,0.03688832444229249,2.054385348162639E-4,0.004543577241150605,0.0035438033117578885,0.9067254282234446,445.2966281144185,97.2990709492251,0.21850394727045674,0.00112614665450492,0.21850394727045674,0.011502495992416562
Track_168,168,168,721,0,0,0,0,0,86400.0,0.0,86400.0,27.83115311436921,610.1128641346982,54.97308442154036,0.0,0.004461232138697346,0.0219421113501172,1.1636832029526445E-4,0.0038423969228564944,0.0028129403079645457,0.9012617992957984,385.4504567834506,39.941600881480426,0.07220422916765408,3.221198277126066E-4,0.07220422916765407,0.012560116355027878
Track_169,169,169,721,0,0,0,0,0,86400.0,0.0,86400.0,87.3354463102596,192.0716861963366,129.171990602831,0.0,0.005148628921476653,0.04652787045168524,9.825664229789144E-5,0.004314133954707058,0.004144029997469523,0.9004318368583711,444.84153881558336,90.1311474606399,0.19632934132634136,0.0010108269248872638,0.19632934132634158,0.013156594566616372
Track_173,173,173,721,0,0,0,0,0,86400.0,0.0,86400.0,26.75056929312592,80.6040683499695,246.319480081656,0.0,0.004677480388949169,0.0448271608529456,4.0431267268569086E-5,0.003805894208015828,0.0036966012290920373,0.8836351747155685,404.1343056052081,38.04537974293526,0.0661922754938258,3.0961307052229073E-4,0.06619227549382577,0.013051887042481298
Track_174,174,174,721,0,0,0,0,0,86400.0,0.0,86400.0,65.84336372083801,138.02446514116514,220.07695551273358,0.0,0.004968401136938918,0.0740679632201035,9.485446889816904E-5,0.004182835447719761,0.004476745463300786,0.903780874283403,429.2698582315228,65.92180781021666,0.15338454927186151,7.620759689911807E-4,0.1533845492718616,0.012540993347886923
Track_175,175,175,721,0,0,0,0,0,86400.0,0.0,86400.0,87.02161424423737,600.1759142085294,370.52344628100656,0.0,0.0048236766969071265,0.03126055949991102,1.340262169152056E-4,0.003954462991432062,0.0037608867101887712,0.90899584891892,416.7656666127759,87.27343492808194,0.20880226279553551,0.001007194609308303,0.2088022627955356,0.013638497542554879
Track_176,176,176,721,0,0,0,0,0,86400.0,0.0,86400.0,67.82270855729772,325.88260583886256,543.4004834706021,0.0,0.004488381314346801,0.08563927014279882,1.000641311474346E-4,0.003687464816182847,0.005134355348135129,0.9036947397021745,387.79614555956385,68.21225138297534,0.17489268352431428,7.849850527465014E-4,0.17489268352431442,0.014130501908684732
Track_181,181,181,721,0,0,0,0,0,86400.0,0.0,86400.0,48.2435465516711,463.83341057767944,342.63011773114124,0.0,0.005838738087978897,0.040870573338283124,1.8452073780871167E-4,0.004789396329737238,0.004496383954746563,0.9014606969366458,504.46697080137693,48.2435465516711,0.09563271600325636,5.583743813850822E-4,0.0956327160032564,0.012388623616464626
Track_185,185,185,721,0,0,0,0,0,86400.0,0.0,86400.0,42.17250200317415,398.9764845828307,227.94047575495657,0.0,0.004325697483407637,0.04634355845111334,2.308497869143318E-4,0.0035345096421085798,0.0035562624786393293,0.9017344677663213,373.7402625664202,46.760901407814096,0.11283906559486445,4.881076620737749E-4,0.11283906559486458,0.013976507340818711
Track_186,186,186,721,0,0,0,0,0,86400.0,0.0,86400.0,42.66999772941592,239.48064686620026,552.9170563632304,0.0,0.004808374528101174,0.042803866655103426,5.3105634400798415E-5,0.0038620811887358918,0.0041631341609743005,0.8932478931343671,415.4435592279414,42.66999772941592,0.10270949394115933,4.938657144608324E-4,0.10270949394115934,0.013357456805142012
Track_187,187,187,721,0,0,0,0,0,86400.0,0.0,86400.0,97.62931606452211,201.67753984450124,176.08313691369148,0.0,0.004900070353927491,0.028107051379940986,9.218621038968396E-5,0.004073490145393635,0.003718303527706838,0.9007187802318727,423.3660785793354,97.62931606452211,0.23060259431301405,0.001129968935931969,0.23060259431301416,0.012509967222399655
Track_188,188,188,721,0,0,0,0,0,86400.0,0.0,86400.0,49.24063783912466,470.0974232651335,278.13834186812005,0.0,0.004550435962732748,0.024372541890765355,1.234495876707377E-4,0.004036989023539426,0.0029317448591058633,0.9005185157349966,393.1576671801093,54.16280847596866,0.12524399738226916,5.699147898046836E-4,0.12524399738226913,0.012937262942507912
Track_189,189,189,721,0,0,0,0,0,86400.0,0.0,86400.0,68.01792169976693,105.20056955844699,455.033658588644,0.0,0.00536084842432377,0.05102848660319874,3.336546779306217E-4,0.0044098490463990985,0.0047898891612552915,0.8885615401889679,463.1773038615734,68.01792169976693,0.14685072246133843,7.872444641176728E-4,0.14685072246133832,0.014185811030600529
Track_192,192,192,721,0,0,0,0,0,86400.0,0.0,86400.0,61.90685094147416,222.8896815920175,261.5406687356533,0.0,0.005688089223327609,0.21490279637865464,2.2711562952187038E-4,0.004638804270079229,0.008595119608669396,0.9007733488215157,491.4509088955053,76.53182481928208,0.12596751744870024,7.165144784892842E-4,0.12596751744870022,0.011360571006967432
Track_196,196,196,721,0,0,0,0,0,86400.0,0.0,86400.0,33.72390664632307,241.8321155178243,291.0420007873109,0.0,0.004358795354764299,0.040526271010084845,4.952838489808697E-5,0.0035938253401626655,0.0035239556753940853,0.8939512861419815,376.5999186516351,35.70458317604395,0.08954836412887965,3.903229935917022E-4,0.08954836412887957,0.013372761138542228
Track_208,208,208,721,0,0,0,0,0,86400.0,0.0,86400.0,59.818538443758456,630.7392208243817,195.64720945889394,0.0,0.004928846610562627,0.06757901929440459,1.9747224812300765E-4,0.00393020288808374,0.004632489454488871,0.9100170802640187,425.852347152611,60.92994803311505,0.14046779087569883,6.923441949509081E-4,0.14046779087569883,0.013074092356722827
Track_211,211,211,721,0,0,0,0,0,86400.0,0.0,86400.0,54.26696806149301,414.2455103519807,418.09429486343896,0.0,0.004873671783230175,0.03898103933684665,2.0551251403267396E-5,0.003882764428894975,0.004201112521168161,0.9020655399883339,421.0852420710874,61.02489796318546,0.1288740678599505,6.28089908119132E-4,0.12887406785995062,0.01288155635846441
Track_213,213,213,721,0,0,0,0,0,86400.0,0.0,86400.0,60.914078675583774,274.4927064416017,543.0515192192479,0.0,0.005191619317317025,0.07858622789409302,3.414171072551384E-5,0.0042539696911543905,0.00516364216793367,0.8967001272802049,448.5559090161911,60.914078675583774,0.13580041517942643,7.050240587451826E-4,0.13580041517942648,0.012881353098114393
Track_214,214,214,721,0,0,0,0,0,86400.0,0.0,86400.0,4.54261432704581,337.1802126108428,629.5429395788791,0.0,0.004898669750192967,0.03825126571493109,1.1560540784467164E-4,0.004136073515411694,0.0034989087846846478,0.902072552090379,423.245066416673,35.62000707836893,0.010732822866678694,5.257655471117836E-5,0.01073282286667871,0.013267166904499993
Track_217,217,217,721,0,0,0,0,0,86400.0,0.0,86400.0,23.277062033546976,272.9632814132763,190.85256163964465,0.0,0.00462278886352734,0.0392557292006392,1.5840717456778945E-4,0.0039490107545753295,0.003582528146702532,0.9049965119229606,399.4089578087626,26.190812343580443,0.05827876811088463,2.6941044020309E-4,0.058278768110884685,0.013838928299320551
Track_219,219,219,721,0,0,0,0,0,86400.0,0.0,86400.0,14.300648255911511,373.0923721402109,603.9167577292532,0.0,0.0043295500568156795,0.0389555238210399,8.762336311000909E-5,0.003557653545313309,0.0031319598497464426,0.908246646063007,374.07312490887466,28.718502015637124,0.03822955273623357,1.6551676222119804E-4,0.03822955273623357,0.013859882066199033
Track_221,221,221,721,0,0,0,0,0,86400.0,0.0,86400.0,3.9188074819802794,264.5100814083195,475.25688011355646,0.0,0.004216315353577141,0.042947315881140695,5.7148103095748636E-5,0.003722394934917115,0.003127927031647063,0.901893347047073,364.28964654906486,19.16955219185219,0.010757394614706596,4.535656807847546E-5,0.010757394614706593,0.014388440114181866
Track_222,222,222,721,0,0,0,0,0,86400.0,0.0,86400.0,40.99832095942158,351.42394993183063,374.9866304684257,0.0,0.00565624629950681,0.22170509316180437,1.6855346080443999E-4,0.0041671932406071475,0.009586729440477233,0.9034699011444218,488.6996802773884,64.75437434713257,0.08389266990342766,4.74517603697009E-4,0.08389266990342764,0.012464835386799192
Track_223,223,223,721,0,0,0,0,0,86400.0,0.0,86400.0,42.47968188039945,548.5876022056736,302.7050022851386,0.0,0.004482348121274816,0.04857529560802262,9.647363865505501E-5,0.0037132029755914844,0.003474429058107869,0.918025589518342,387.2748776781442,43.36334358189239,0.10968871034207231,4.916629847268454E-4,0.10968871034207234,0.013488000341836366
Track_225,225,225,721,0,0,0,0,0,86400.0,0.0,86400.0,51.45006971007953,148.16714742551432,633.8043127966326,0.0,0.005377171112577423,0.043208707669458266,1.3223961405276196E-4,0.004511143160177234,0.004131558877828468,0.8965005092581169,464.5875841266895,74.25126855001201,0.1107435313984833,5.954869179407354E-4,0.11074353139848332,0.012441039593212645
Track_232,232,232,721,0,0,0,0,0,86400.0,0.0,86400.0,52.88902982680144,394.98753368215927,164.59265059633142,0.0,0.005090983368841274,0.04525041736061452,1.5428242214996638E-5,0.003942866346195697,0.004575746439152899,0.9148448257605014,439.8609630678867,65.30471527066409,0.12024033562314262,6.12141548921313E-4,0.1202403356231428,0.013702468611673624
Track_233,233,233,721,0,0,0,0,0,86400.0,0.0,86400.0,36.611927978051234,540.1588877795016,331.67392934560445,0.0,0.005623034806093557,0.17130248166122414,2.1433653727149132E-4,0.004182652621184823,0.008690684812735536,0.9154711149932607,485.83020724648367,39.25296250771633,0.07535951332782473,4.2374916641263005E-4,0.07535951332782478,0.012551391721564397
Track_234,234,234,721,0,0,0,0,0,86400.0,0.0,86400.0,152.45720683580228,562.9223141979937,122.23782957376365,0.0,0.005314794915698205,0.03849266297537859,1.9064136636591278E-4,0.004646242811295325,0.0038052170254455897,0.9059218268288654,459.1982807163244,161.02383110430196,0.3320073555109512,0.0017645510050440078,0.3320073555109508,0.011091066129513048
Track_237,237,237,721,0,0,0,0,0,86400.0,0.0,86400.0,17.298812936142944,329.94927250593037,292.90694231612105,0.0,0.0045888795199680804,0.034008107494242996,2.2898340679259783E-4,0.003840468746382186,0.003523186021093824,0.899813395267386,396.4791905252423,42.17759855317549,0.04363107408796426,2.0021774231646926E-4,0.043631074087964274,0.014014127181829839
Track_249,249,249,721,0,0,0,0,0,86400.0,0.0,86400.0,24.925264121404382,641.4122469659852,292.6923721919114,0.0,0.004977059557516463,0.08133001252968969,1.261442239375831E-4,0.004221814118319294,0.004365822883851894,0.9084126151550495,430.0179457694216,25.47705287560134,0.057963311453911905,2.884868532569952E-4,0.057963311453911794,0.013090356197813225
Track_253,253,253,721,0,0,0,0,0,86400.0,0.0,86400.0,123.4445290306264,32.2837578942627,468.4293494998132,0.0,0.0050807171556434515,0.043463743991036946,6.712601757786761E-5,0.00424112877328,0.004107515175573566,0.8847649166884931,438.9739622475942,123.54758044793653,0.2812115060277768,0.0014287561230396574,0.2812115060277768,0.013303707026296956
Track_256,256,256,721,0,0,0,0,0,86400.0,0.0,86400.0,37.071140068715266,588.8404535453886,578.6390375344722,0.0,0.004531973019203743,0.09367555383165153,1.1193651719766213E-4,0.003516818903334259,0.005563954890420583,0.8953308340745891,391.5624688592036,60.00281163502572,0.09467490634820047,4.2906412116568593E-4,0.09467490634820053,0.013618750479071599
Track_259,259,259,721,0,0,0,0,0,86400.0,0.0,86400.0,37.50011824364087,123.18399646207419,398.39275332998756,0.0,0.0042469747695950445,0.03560959505140385,7.580047265619419E-5,0.003651312285653005,0.0029763686186458356,0.8943047827721965,366.9386200930123,38.363212875550495,0.10219725095749058,4.34029146338436E-4,0.1021972509574907,0.01378883859659759
Track_276,276,276,721,0,0,0,0,0,86400.0,0.0,86400.0,144.24034110816828,223.84394544755494,352.37015937393653,0.0,0.005890888504696941,0.06403318181785701,3.021574440570102E-4,0.005070310189030291,0.004735960640701644,0.9005922131168033,508.972766805816,144.51232456745967,0.28339500758239794,0.0016694483924556513,0.2833950075823981,0.010546359643728982
Track_277,277,277,721,0,0,0,0,0,86400.0,0.0,86400.0,72.03258807077265,88.97371898384817,501.30153123105026,0.0,0.004568736704927057,0.0408065082340602,2.267818252268025E-4,0.0039621160306787745,0.0031821132950396788,0.8861886505941743,394.7388513056972,73.48390602313222,0.1824816276191383,8.337105100783871E-4,0.18248162761913805,0.01429260031941258
Track_280,280,280,721,0,0,0,0,0,86400.0,0.0,86400.0,4.790418824193903,620.6764074105978,13.655164514996125,0.0,0.006835032468098792,0.07827842601972147,1.0600266607322978E-4,0.0036544861553723658,0.011300304382103013,0.9062649366263709,590.5468052437358,18.20220612790721,0.008111835982614043,5.5444662317059066E-5,0.008111835982614045,0.014455044099545206
Track_282,282,282,721,0,0,0,0,0,86400.0,0.0,86400.0,47.91729217849168,567.2870291414606,85.6281541348912,0.0,0.00508717312243136,0.04344765609190275,3.258876831965531E-5,0.004394492762538647,0.003917761453830132,0.9116202710240294,439.5317577780695,92.93079449353928,0.10901895330777511,5.54598289102913E-4,0.10901895330777511,0.012507572704201919
Track_289,289,289,721,0,0,0,0,0,86400.0,0.0,86400.0,79.48226275938141,363.26933920311944,280.1918368763501,0.0,0.005106393135835123,0.035873329951782607,1.8857020978059775E-4,0.004389337477873291,0.0037433119058213806,0.8965356082922873,441.1923669361546,83.32849010751173,0.18015330435416027,9.199335967520997E-4,0.18015330435416024,0.012317504467960705
Track_292,292,292,721,0,0,0,0,0,86400.0,0.0,86400.0,43.01254075427588,479.1772786200246,495.1136777835826,0.0,0.0044965668427188535,0.03616136264383278,1.2041303523562014E-4,0.0036316638340847538,0.003820607356632701,0.9091948696545192,388.50337521090864,47.84274570905769,0.11071342875959692,4.97830332804119E-4,0.11071342875959682,0.014058378034981035
Track_293,293,293,721,0,0,0,0,0,86400.0,0.0,86400.0,134.72201708891254,244.91461340910655,360.59677377856735,0.0,0.0057190721515915565,0.03150549484648447,3.288664857781839E-4,0.00485746135242798,0.003953747756056367,0.8839810759283798,494.1278338975103,140.89455108480664,0.27264608031948256,0.001559282605195747,0.27264608031948245,0.011379335602081509
Track_300,300,300,721,0,0,0,0,0,86400.0,0.0,86400.0,71.01190625971024,96.87787270929006,295.17480204573553,0.0,0.006473928506293418,0.07226176908002394,1.278492457121042E-4,0.005262602173911766,0.006059737206497142,0.9017099460351814,559.3474229437521,71.01190625971024,0.1269549180829089,8.218970631910907E-4,0.12695491808290907,0.012852517233559707
Track_302,302,302,721,0,0,0,0,0,86400.0,0.0,86400.0,53.65143348558665,273.78006022884284,507.78061948927433,0.0,0.004883410987583915,0.0468017453876379,2.756056787206867E-4,0.004079457280269195,0.004306530947968751,0.8960910722220655,421.92670932724974,60.00845936057396,0.1271581824510052,6.209656653424381E-4,0.12715818245100502,0.013552022019884426
Track_304,304,304,721,0,0,0,0,0,86400.0,0.0,86400.0,73.27252020181386,527.2689781408067,50.34533057176585,0.0,0.004790675134204964,0.04443349913215032,1.250583315213197E-4,0.004045718637766419,0.0036984129927457284,0.8831169642456361,413.9143315953087,77.35775044552781,0.1770233949605149,8.480615764098827E-4,0.1770233949605148,0.012313588599284426
Track_305,305,305,721,0,0,0,0,0,86400.0,0.0,86400.0,39.16483349391372,252.86045113406297,40.96480262432298,0.0,0.004435079570503709,0.03719426466655848,1.0873833573208086E-4,0.0038112220882568384,0.0035041310101660244,0.8949907043439836,383.1908748915204,48.59993684523161,0.10220711415688358,4.5329668395733473E-4,0.10220711415688356,0.01332246317602032
Track_310,310,310,721,0,0,0,0,0,86400.0,0.0,86400.0,45.535139481875156,230.57041612055605,425.1470061074122,0.0,0.005638837930723165,0.04678813886461323,1.359738477525284E-4,0.004538540053898308,0.004613611476879269,0.8727201721869957,487.1955972144812,46.623314280253354,0.09346377459529655,5.270270773365181E-4,0.0934637745952965,0.013928857798437319
Track_315,315,315,721,0,0,0,0,0,86400.0,0.0,86400.0,38.01432728321001,571.2938900149736,518.6235714162317,0.0,0.005540857709643696,0.05721506642814068,3.421540428806826E-4,0.0043114405208151746,0.005174718150547105,0.9128369107821778,478.73010611321513,47.07851039185988,0.07940659423290998,4.3998063985196766E-4,0.07940659423290994,0.013624161638266002
Track_323,323,323,721,0,0,0,0,0,86400.0,0.0,86400.0,2.7538736050041295,438.54257932131503,411.9433447214728,0.0,0.0042819508921485986,0.046534583488407125,1.8593289592885813E-4,0.0036083668542322375,0.003681806980817184,0.8978997651647761,369.96055708163857,21.465745342546786,0.007443695151525131,3.18735370949552E-5,0.007443695151525123,0.014570772349598115
